Timestamp,SensorA_Voltage,SensorB_Pressure,Temperature_C
2025-04-24 09:00:00,2.746282944943141,59.7721002046286,24.777435323400834
2025-04-24 09:00:01,0.027921625885324812,58.52688276135973,25.516132679758133
2025-04-24 09:00:02,2.8093706206619316,52.28148630053579,24.77751683763615
2025-04-24 09:00:03,4.710524343470843,56.77063872989464,24.966654005258086
2025-04-24 09:00:04,1.4124498711170344,50.972946526570865,24.555258740893184
2025-04-24 09:00:05,3.428926763477492,55.389957135918905,25.35618067245091
2025-04-24 09:00:06,0.35360554505786695,56.90110103529762,24.961891667098538
2025-04-24 09:00:07,0.2132511746093081,55.582116595149024,25.18715852629773
2025-04-24 09:00:08,3.644848711385526,54.942858287134634,25.938801922755545
2025-04-24 09:00:09,3.1799135103746963,58.434792014741014,24.587155683860317
2025-04-24 09:00:10,3.306874681917673,55.88992175517372,24.61801519985043
2025-04-24 09:00:11,1.6195189105583911,54.389623633755356,25.675005766859304
2025-04-24 09:00:12,1.9142008110266304,57.49605747115869,24.55372190932994
2025-04-24 09:00:13,4.668514687510558,55.15730628022714,25.1677670523527
2025-04-24 09:00:14,0.2751541652950359,60.334861163652285,25.753005547354242
2025-04-24 09:00:15,1.567399863444343,54.37688715081365,25.49723803314255
2025-04-24 09:00:16,3.412586753323089,55.36510870662774,26.12127419322326
2025-04-24 09:00:17,3.539359287197212,58.45974292388503,24.920375131592785
2025-04-24 09:00:18,1.6307759357374707,57.282185537904105,24.5395826362609
2025-04-24 09:00:19,0.8959701124665386,53.48618615174941,25.51783173507909
2025-04-24 09:00:20,2.3288425202000127,62.13906563681181,25.27832358014654
2025-04-24 09:00:21,3.045777880098496,54.24257154176606,23.698459886802862
2025-04-24 09:00:22,0.9732342497579612,63.060738552149544,24.898575498286167
2025-04-24 09:00:23,4.512031399784348,58.71539652724597,25.100574622974694
2025-04-24 09:00:24,3.2036546298742694,61.15273479612066,26.760107433131324
2025-04-24 09:00:25,1.3334475816570486,60.19221133529465,24.441223950048467
2025-04-24 09:00:26,2.628680919515228,60.51304499773816,25.383972675555338
2025-04-24 09:00:27,1.444720515734984,58.05307159782877,25.713716885488
2025-04-24 09:00:28,1.7267665257705238,56.83396563714755,25.009772482744097
2025-04-24 09:00:29,3.287962157916585,56.151739890456824,25.55928427561218
2025-04-24 09:00:30,3.47211816712838,55.86504446039767,25.27292072966836
2025-04-24 09:00:31,0.47349513223660566,54.341590178067165,25.698535845834797
2025-04-24 09:00:32,5.187198840940683,62.581327226251126,24.61665011021279
2025-04-24 09:00:33,5.317235649398041,56.29304091464336,25.22540124112501
2025-04-24 09:00:34,5.330854504362073,55.68565178234919,25.20801412421123
2025-04-24 09:00:35,1.3501812894553311,56.16738720052742,24.351271899414826
2025-04-24 09:00:36,3.825234245191084,62.04464784067305,25.27910536481676
2025-04-24 09:00:37,3.6329681582667313,58.139457036752546,24.757456551071456
2025-04-24 09:00:38,3.8398930924715335,56.162188413389515,24.903552120000437
2025-04-24 09:00:39,2.008563091984799,60.006229499980186,25.26749069975245
2025-04-24 09:00:40,3.389218405538801,56.084054560039895,24.907049808425413
2025-04-24 09:00:41,0.49754201020637395,55.46535621751758,25.064189882607305
2025-04-24 09:00:42,0.9655346980088049,55.40386857064775,25.24173364835684
2025-04-24 09:00:43,1.2686900676675523,56.45202626781086,25.266039145025296
2025-04-24 09:00:44,1.8612489592213703,60.13173108567401,25.590169077876958
2025-04-24 09:00:45,3.8252562098239458,61.79530590466322,24.954863679800116
2025-04-24 09:00:46,0.9328865542424252,56.90696627757951,25.014031316930062
2025-04-24 09:00:47,4.951879949450789,56.0590170574255,24.448692864908274
2025-04-24 09:00:48,2.80211486389096,62.57241039719017,24.96708053318482
2025-04-24 09:00:49,4.276356851202726,56.93068664753108,24.930374992507183
2025-04-24 09:00:50,3.7821269860623596,60.09081528997757,24.57863499731962
