Timestamp,SensorA_Voltage,SensorB_Pressure,Temperature_C
2025-04-24 09:00:00,0.21084347830377215,52.71071440822957,24.798117013122344
2025-04-24 09:00:01,1.0972971284410746,53.9579138874715,24.800112329057384
2025-04-24 09:00:02,0.1583066209833409,56.2612332628142,25.482926048095152
2025-04-24 09:00:03,4.296899908268349,59.29002749592035,25.27575676365697
2025-04-24 09:00:04,0.5283183082835347,54.023357282525275,25.039359501663824
2025-04-24 09:00:05,0.43017190811257977,57.86220305383924,25.20872656388844
2025-04-24 09:00:06,0.7469391086738034,57.49628965683245,25.528249854926052
2025-04-24 09:00:07,1.0504769697354257,53.15413689765044,24.12788585259548
2025-04-24 09:00:08,0.26148146562150876,57.81772670611416,25.069408294881274
2025-04-24 09:00:09,5.13765886880354,59.56459857429521,24.854194577398488
2025-04-24 09:00:10,3.9158345107260204,57.703556861982534,24.778858173020076
2025-04-24 09:00:11,3.1546129175958373,55.13123383287936,25.172324090161094
2025-04-24 09:00:12,0.7909769802452861,58.35836595212611,24.221887190238657
2025-04-24 09:00:13,2.0370671199017387,60.98185370392086,26.12876065714598
2025-04-24 09:00:14,3.3569531259635315,63.139105997850635,24.211093613326124
2025-04-24 09:00:15,1.848287871314154,60.81159658841058,25.219701934461842
2025-04-24 09:00:16,0.517841599602126,57.49897002281628,26.040572574076936
2025-04-24 09:00:17,2.5560295111290947,61.654436386468156,24.7232215281373
2025-04-24 09:00:18,3.5076438935839858,60.16281834401505,25.46336011108738
2025-04-24 09:00:19,2.9911701719865773,56.08090162983675,24.478858024821122
2025-04-24 09:00:20,1.0333961316679865,61.678326090820796,25.27146046075076
2025-04-24 09:00:21,2.9270093160677013,59.953121995342364,24.547887010560714
2025-04-24 09:00:22,3.720048398392143,62.51721303117613,24.392797869295414
2025-04-24 09:00:23,1.4636244535428227,56.29018650591023,25.03941529434411
2025-04-24 09:00:24,2.581454780496754,57.33967524392328,24.86518017139671
2025-04-24 09:00:25,3.1011178312458227,64.3738022301117,25.481608672162917
2025-04-24 09:00:26,3.5739195419013434,58.433275593951144,24.863705155048404
2025-04-24 09:00:27,3.736238713892621,60.755206128735445,24.88590854040109
2025-04-24 09:00:28,2.286134876065554,62.943886401631566,24.91968322986059
2025-04-24 09:00:29,1.245954819017291,60.541889541030976,24.52320462309944
2025-04-24 09:00:30,3.429038391497621,64.68643590394446,25.15622039816128
2025-04-24 09:00:31,4.285332031297171,59.27386387796412,25.471165540241334
2025-04-24 09:00:32,2.6000563360662325,58.11024889614749,25.76547181940374
2025-04-24 09:00:33,2.1595556807293015,56.95925394894969,25.148408764525566
2025-04-24 09:00:34,3.729536460124298,58.799652095434126,25.007498020250367
2025-04-24 09:00:35,2.907280414270164,60.10263847451459,24.343326341698003
2025-04-24 09:00:36,3.8626363042170837,61.86906405214971,24.824370923269868
